location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T02:00:00Z","2023-09-30T04:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T03:00:00Z","2023-09-30T05:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T04:00:00Z","2023-09-30T06:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T05:00:00Z","2023-09-30T07:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T06:00:00Z","2023-09-30T08:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",400,"µg/m³","2023-09-30T07:00:00Z","2023-09-30T09:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",300,"µg/m³","2023-09-30T08:00:00Z","2023-09-30T10:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T09:00:00Z","2023-09-30T11:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T10:00:00Z","2023-09-30T12:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T11:00:00Z","2023-09-30T13:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T12:00:00Z","2023-09-30T14:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T13:00:00Z","2023-09-30T15:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T14:00:00Z","2023-09-30T16:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T15:00:00Z","2023-09-30T17:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T16:00:00Z","2023-09-30T18:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T17:00:00Z","2023-09-30T19:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",200,"µg/m³","2023-09-30T18:00:00Z","2023-09-30T20:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",400,"µg/m³","2023-10-01T02:00:00Z","2023-10-01T04:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",300,"µg/m³","2023-10-01T03:00:00Z","2023-10-01T05:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
2990,"BARCELONA (PARC DE LA VALL D'HEBRON)","co",300,"µg/m³","2023-10-01T04:00:00Z","2023-10-01T06:00:00+02:00","Europe/Madrid",41.426077199739154,2.1479920317282684,,,,"Unknown Governmental Organization","EEA"
